time	PX	PY	PZ	X	Y	Z	eff	n	KM	tau_mRNA	tau_prot	ps_a	ps_0	beta	alpha0	alpha	t_ave	kd_mRNA	kd_prot	k_tl	a_tr	a0_tr	Reaction1	Reaction2	Reaction3	Reaction4	Reaction5	Reaction6	Reaction7	Reaction8	Reaction9	Reaction10	Reaction11	Reaction12	cell	[PX]	[PY]	[PZ]	[X]	[Y]	[Z]
0.0	0.0	0.0	0.0	0.0	50.0	0.0	20.0	2.0	40.0	2.0	10.0	0.5	0.0005	0.2	0.21640425613334452	216.18785187721116	2.8853900817779268	0.34657359027997264	0.06931471805599453	6.931471805599453	29.97	0.03	0.0	17.328679513998633	0.0	0.0	346.5735902799727	0.0	0.0	0.0	0.0	30.0	30.0	30.0	1.0	0.0	0.0	0.0	0.0	50.0	0.0
1.0	86.48003917806267	357.56372319062723	23.923396171792817	22.822789066078208	51.647987702714545	3.734293107648464	20.0	2.0	40.0	2.0	10.0	0.5	0.0005	0.2	0.21640425613334452	216.18785187721116	2.8853900817779268	0.34657359027997264	0.06931471805599453	6.931471805599453	29.97	0.03	7.9097759468332285	17.899828528865655	1.2942073694754845	158.19551893666457	357.99657057731315	25.884147389509693	5.994339533098774	24.784428660009997	1.6582434605896779	22.10400561881717	5.311756940831158	0.4004235400407268	1.0	86.48003917806267	357.56372319062723	23.923396171792817	22.822789066078208	51.647987702714545	3.734293107648464
2.0	265.83585554054014	633.2407478263884	44.22105484557264	30.523688782043067	38.12185020561476	2.831308072096997	20.0	2.0	40.0	2.0	10.0	0.5	0.0005	0.2	0.21640425613334452	216.18785187721116	2.8853900817779268	0.34657359027997264	0.06931471805599453	6.931471805599453	29.97	0.03	10.57870440978119	13.212026493875221	0.981256603735324	211.57408819562383	264.24052987750446	19.625132074706478	18.42633737596663	43.89290389715324	3.065169948759538	13.516704313077565	0.693523746969174	0.1491076332396794	1.0	265.83585554054014	633.2407478263884	44.22105484557264	30.523688782043067	38.12185020561476	2.831308072096997
3.0	456.61048619254296	807.6073171506132	57.639918571142054	31.11655131497748	27.299336083490672	2.1037384438388758	20.0	2.0	40.0	2.0	10.0	0.5	0.0005	0.2	0.21640425613334452	216.18785187721116	2.8853900817779268	0.34657359027997264	0.06931471805599453	6.931471805599453	29.97	0.03	10.78417490636275	9.46122891871497	0.7291001854912418	215.683498127255	189.2245783742994	14.582003709824836	31.649827111846697	55.97907348825291	3.9952947045291944	9.771668209175445	0.258241630782977	0.10334021213024147	1.0	456.61048619254296	807.6073171506132	57.639918571142054	31.11655131497748	27.299336083490672	2.1037384438388758
4.0	629.2587568829316	908.3530873533816	65.954987020488	29.419740106030527	19.465550756130472	1.5670267511516554	20.0	2.0	40.0	2.0	10.0	0.5	0.0005	0.2	0.21640425613334452	216.18785187721116	2.8853900817779268	0.34657359027997264	0.06931471805599453	6.931471805599453	29.97	0.03	10.196104953650703	6.746245812329174	0.5430900872113904	203.92209907301407	134.92491624658348	10.86180174422781	43.61689331760601	62.96223814519181	4.571651329711904	8.089077972076614	0.1506137588939859	0.08800373867716416	1.0	629.2587568829316	908.3530873533816	65.954987020488	29.419740106030527	19.465550756130472	1.5670267511516554
5.0	776.7841571334046	957.8716756274608	70.64762705023826	27.246239537732247	13.870715849975285	1.1794110940827647	20.0	2.0	40.0	2.0	10.0	0.5	0.0005	0.2	0.21640425613334452	216.18785187721116	2.8853900817779268	0.34657359027997264	0.06931471805599453	6.931471805599453	29.97	0.03	9.442827058220008	4.807223791879257	0.40875273729229433	188.85654116440014	96.14447583758515	8.175054745845888	53.84257484206529	66.39460512994049	4.896920350312317	7.3052792502939115	0.10926033908115222	0.08217174762364753	1.0	776.7841571334046	957.8716756274608	70.64762705023826	27.246239537732247	13.870715849975285	1.1794110940827647
6.0	900.3286663786521	972.375947640259	72.82425791699394	25.26939404867357	9.890495863929091	0.9025077932673554	20.0	2.0	40.0	2.0	10.0	0.5	0.0005	0.2	0.21640425613334452	216.18785187721116	2.8853900817779268	0.34657359027997264	0.06931471805599453	6.931471805599453	29.97	0.03	8.757704619648173	3.427784661211125	0.3127853661683227	175.15409239296346	68.55569322422251	6.255707323366454	62.40602766776583	67.39996465511506	5.047792905153463	6.976170109477607	0.08904024820373249	0.08062954428225913	1.0	900.3286663786521	972.375947640259	72.82425791699394	25.26939404867357	9.890495863929091	0.9025077932673554
7.0	1003.7449524658829	963.377725223069	73.28934848342774	23.71933414042498	7.0633347135913205	0.7065928551157039	20.0	2.0	40.0	2.0	10.0	0.5	0.0005	0.2	0.21640425613334452	216.18785187721116	2.8853900817779268	0.34657359027997264	0.06931471805599453	6.931471805599453	29.97	0.03	8.220494792097414	2.4479652710385063	0.24488642266362604	164.4098958419483	48.95930542077013	4.897728453272521	69.5742983803003	66.77625540526239	5.080030526636324	6.9084592928612745	0.07751938684747042	0.08157811469008165	1.0	1003.7449524658829	963.377725223069	73.28934848342774	23.71933414042498	7.0633347135913205	0.7065928551157039
8.0	1091.4663058640874	938.9840694587963	72.62156066276077	22.644747245805664	5.056566069494844	0.569680917170112	20.0	2.0	40.0	2.0	10.0	0.5	0.0005	0.2	0.21640425613334452	216.18785187721116	2.8853900817779268	0.34657359027997264	0.06931471805599453	6.931471805599453	29.97	0.03	7.848071353961391	1.7524722571927176	0.19743636077763344	156.96142707922783	35.049445143854356	3.948727215552669	75.65467925858711	65.08541603360685	5.033743002125566	7.005961575487856	0.07019788111694822	0.08428787965747803	1.0	1091.4663058640874	938.9840694587963	72.62156066276077	22.644747245805664	5.056566069494844	0.569680917170112
9.0	1167.6655198279184	904.8698158973153	71.23494558365162	22.019817641962796	3.632480200461101	0.47582219469202675	20.0	2.0	40.0	2.0	10.0	0.5	0.0005	0.2	0.21640425613334452	216.18785187721116	2.8853900817779268	0.34657359027997264	0.06931471805599453	6.931471805599453	29.97	0.03	7.631487257485327	1.2589217046947185	0.16490740634931186	152.62974514970654	25.17843409389437	3.298148126986237	80.93640629057845	62.72079616630209	4.937630168864924	7.214447211905378	0.0651285697324078	0.08845029317961867	1.0	1167.6655198279184	904.8698158973153	71.23494558365162	22.019817641962796	3.632480200461101	0.47582219469202675
