time	PX	PY	PZ	X	Y	Z	eff	n	KM	tau_mRNA	tau_prot	ps_a	ps_0	beta	alpha0	alpha	t_ave	kd_mRNA	kd_prot	k_tl	a_tr	a0_tr	Reaction1	Reaction2	Reaction3	Reaction4	Reaction5	Reaction6	Reaction7	Reaction8	Reaction9	Reaction10	Reaction11	Reaction12	cell	[PX]	[PY]	[PZ]	[X]	[Y]	[Z]
0.0	0.0	0.0	0.0	0.0	20.0	0.0	20.0	5.0	40.0	2.0	10.0	0.5	0.0005	0.2	0.21640425613334452	216.18785187721116	2.8853900817779268	0.34657359027997264	0.06931471805599453	6.931471805599453	29.97	0.03	0.0	6.931471805599453	0.0	0.0	138.62943611198907	0.0	0.0	0.0	0.0	30.0	30.0	30.0	1.0	0.0	0.0	0.0	0.0	20.0	0.0
1.0	87.60383089398735	190.94085218419147	39.67746883723793	22.39998641173252	29.97571511728248	5.994257119689648	20.0	5.0	40.0	2.0	10.0	0.5	0.0005	0.2	0.21640425613334452	216.18785187721116	2.8853900817779268	0.34657359027997264	0.06931471805599453	6.931471805599453	29.97	0.03	7.763243712936741	10.388791209406241	2.077451211032129	155.26487425873484	207.7758241881248	41.54902422064258	6.072234839041756	13.235011334518559	2.7502325656286564	15.318253609693366	0.6132253447154251	0.0420869640322273	1.0	87.60383089398735	190.94085218419147	39.67746883723793	22.39998641173252	29.97571511728248	5.994257119689648
2.0	231.14982082971463	347.95624420188784	70.98056506368	20.353607661568024	21.284507719522146	4.266272510215445	20.0	5.0	40.0	2.0	10.0	0.5	0.0005	0.2	0.21640425613334452	216.18785187721116	2.8853900817779268	0.34657359027997264	0.06931471805599453	6.931471805599453	29.97	0.03	7.054022882419589	7.3766482576965835	1.478577380978118	141.08045764839176	147.53296515393166	29.57154761956236	16.02208465950532	24.118488962676636	4.919997854844155	1.641695369939334	0.03464998450652157	0.030601665083020847	1.0	231.14982082971463	347.95624420188784	70.98056506368	20.353607661568024	21.284507719522146	4.266272510215445
3.0	333.8841726455491	444.9709210740457	90.41569447267358	15.142129898489506	15.077291815932798	3.042325260072799	20.0	5.0	40.0	2.0	10.0	0.5	0.0005	0.2	0.21640425613334452	216.18785187721116	2.8853900817779268	0.34657359027997264	0.06931471805599453	6.931471805599453	29.97	0.03	5.247862323405226	5.225391156346678	1.0543895881828813	104.95724646810451	104.50782312693356	21.087791763657627	23.143087290285234	30.84303393736367	6.267138370210311	0.5294240679127743	0.03073959985970673	0.030175924366904538	1.0	333.8841726455491	444.9709210740457	90.41569447267358	15.142129898489506	15.077291815932798	3.042325260072799
4.0	398.3487906603536	500.42379363556626	101.63553679533563	11.037150208980146	10.686994079198719	2.1767089015003576	20.0	5.0	40.0	2.0	10.0	0.5	0.0005	0.2	0.21640425613334452	216.18785187721116	2.8853900817779268	0.34657359027997264	0.06931471805599453	6.931471805599453	29.97	0.03	3.8251847743855993	3.70382990732871	0.7543898189873542	76.503695487712	74.07659814657421	15.087796379747086	27.611434112568794	34.686734164360466	7.044838577438346	0.31033500289714533	0.03030596006937047	0.030097790243607408	1.0	398.3487906603536	500.42379363556626	101.63553679533563	11.037150208980146	10.686994079198719	2.1767089015003576
5.0	434.8635085502074	527.3652086486891	107.21471927626513	8.032327159664092	7.582402385874277	1.564590022304471	20.0	5.0	40.0	2.0	10.0	0.5	0.0005	0.2	0.21640425613334452	216.18785187721116	2.8853900817779268	0.34657359027997264	0.06931471805599453	6.931471805599453	29.97	0.03	2.7837924620281194	2.627860417819879	0.542245581346283	55.67584924056239	52.557208356397574	10.844911626925661	30.14244148799819	36.55417075002461	7.431558038086919	0.24507343697400408	0.030197341766940895	0.030075236439327864	1.0	434.8635085502074	527.3652086486891	107.21471927626513	8.032327159664092	7.582402385874277	1.564590022304471
6.0	451.82592372157166	534.967017057036	108.96289661556878	5.877244258017077	5.387070924774184	1.1317462027351979	20.0	5.0	40.0	2.0	10.0	0.5	0.0005	0.2	0.21640425613334452	216.18785187721116	2.8853900817779268	0.34657359027997264	0.06931471805599453	6.931471805599453	29.97	0.03	2.036897643453332	1.8670165114918413	0.3922333447676633	40.737952869066646	37.34033022983683	7.844666895353266	31.318186513150028	37.08108795656486	7.55273245747263	0.2284759208272205	0.030162977860446433	0.030070040727876262	1.0	451.82592372157166	534.967017057036	108.96289661556878	5.877244258017077	5.387070924774184	1.1317462027351979
7.0	455.4582077353926	529.6601181805191	108.14923015930958	4.35094002071832	3.8347218896388213	0.8256791682637675	20.0	5.0	40.0	2.0	10.0	0.5	0.0005	0.2	0.21640425613334452	216.18785187721116	2.8853900817779268	0.34657359027997264	0.06931471805599453	6.931471805599453	29.97	0.03	1.5079209040731667	1.3290133330173273	0.28615859376455555	30.158418081463335	26.58026666034655	5.723171875291111	31.569957255467322	36.713241757187426	7.4963333964654035	0.23600323649764635	0.030156581974928483	0.030073620585540587	1.0	455.4582077353926	529.6601181805191	108.14923015930958	4.35094002071832	3.8347218896388213	0.8256791682637675
8.0	450.2683021704341	515.9406549061072	105.66134813663551	3.2861248948748374	2.737049048823292	0.6092635027201473	20.0	5.0	40.0	2.0	10.0	0.5	0.0005	0.2	0.21640425613334452	216.18785187721116	2.8853900817779268	0.34657359027997264	0.06931471805599453	6.931471805599453	29.97	0.03	1.1388841029251702	0.9485889156230725	0.21115463956427333	22.7776820585034	18.97177831246145	4.223092791285467	31.210220414494987	35.76228102844199	7.323886555507173	0.2612289654005	0.030165816377490842	0.030083943433724916	1.0	450.2683021704341	515.9406549061072	105.66134813663551	3.2861248948748374	2.737049048823292	0.6092635027201473
9.0	439.50576615956237	496.94008617137115	102.11774709211633	2.5621746327192936	1.9608934012813026	0.4562468665142615	20.0	5.0	40.0	2.0	10.0	0.5	0.0005	0.2	0.21640425613334452	216.18785187721116	2.8853900817779268	0.34657359027997264	0.06931471805599453	6.931471805599453	29.97	0.03	0.8879820613857958	0.6795938662383681	0.15812311458183503	17.759641227715917	13.591877324767363	3.1624622916367007	30.464218265333926	34.445261963690214	7.078262848203399	0.3038382759485193	0.030187137619884345	0.030101266331485313	1.0	439.50576615956237	496.94008617137115	102.11774709211633	2.5621746327192936	1.9608934012813026	0.4562468665142615
10.0	425.52402464819795	474.82822866103436	97.94726337449156	2.0950053227019065	1.4120889468499	0.3480655289173836	20.0	5.0	40.0	2.0	10.0	0.5	0.0005	0.2	0.21640425613334452	216.18785187721116	2.8853900817779268	0.34657359027997264	0.06931471805599453	6.931471805599453	29.97	0.03	0.7260735163444524	0.48939273610443534	0.12063032000959528	14.521470326889048	9.787854722088706	2.4126064001919056	29.495077794541906	32.9125847946669	6.789186945159122	0.36660444196715236	0.030219969813875546	0.030127145855198864	1.0	425.52402464819795	474.82822866103436	97.94726337449156	2.0950053227019065	1.4120889468499	0.3480655289173836
11.0	410.05460989767533	451.09752557364703	93.44513086275467	1.8285557668374557	1.0240581237900517	0.2715963560479821	20.0	5.0	40.0	2.0	10.0	0.5	0.0005	0.2	0.21640425613334452	216.18785187721116	2.8853900817779268	0.34657359027997264	0.06931471805599453	6.931471805599453	29.97	0.03	0.6337291371400056	0.3549115006172909	0.09412812422250692	12.674582742800112	7.098230012345818	1.8825624844501385	28.42281967261819	31.267697800894123	6.477122899457353	0.45462550172698446	0.030264712451649585	0.03016429793103428	1.0	410.05460989767533	451.09752557364703	93.44513086275467	1.8285557668374557	1.0240581237900517	0.2715963560479821
12.0	394.4143826655952	426.76450174153126	88.81271315488314	1.728517637528855	0.749721459506334	0.21756227337347503	20.0	5.0	40.0	2.0	10.0	0.5	0.0005	0.2	0.21640425613334452	216.18785187721116	2.8853900817779268	0.34657359027997264	0.06931471805599453	6.931471805599453	29.97	0.03	0.5990585635006316	0.2598336579310513	0.07540133819251814	11.981171270012632	5.196673158621026	1.5080267638503628	27.338721731694868	29.581061114521223	6.156028172118641	0.5753010042395071	0.030321527647445865	0.030216791434850405	1.0	394.4143826655952	426.76450174153126	88.81271315488314	1.728517637528855	0.749721459506334	0.21756227337347503
13.0	379.6631962111377	402.51168395537775	84.18550260958632	1.7780151127900297	0.5557887514754832	0.179407678950962	20.0	5.0	40.0	2.0	10.0	0.5	0.0005	0.2	0.21640425613334452	216.18785187721116	2.8853900817779268	0.34657359027997264	0.06931471805599453	6.931471805599453	29.97	0.03	0.616213081211691	0.19262170303608167	0.06217796341783157	12.324261624233822	3.8524340607216336	1.2435592683566314	26.31624740161274	27.899983887610585	5.835294377785667	0.738611731386938	0.030389034900950396	0.03029046247483788	1.0	379.6631962111377	402.51168395537775	84.18550260958632	1.7780151127900297	0.5557887514754832	0.179407678950962
14.0	366.72781815061893	378.7878620696941	79.65291195852498	1.9748507745955266	0.4187175637375151	0.15250297373934318	20.0	5.0	40.0	2.0	10.0	0.5	0.0005	0.2	0.21640425613334452	216.18785187721116	2.8853900817779268	0.34657359027997264	0.06931471805599453	6.931471805599453	29.97	0.03	0.6844311232187567	0.1451164493777939	0.052853503137216554	13.688622464375133	2.902328987555878	1.057070062744331	25.419635318400182	26.25557386239379	5.521119134744114	0.9575243162404116	0.030462658688056074	0.030393550734073377	1.0	366.72781815061893	378.7878620696941	79.65291195852498	1.9748507745955266	0.4187175637375151	0.15250297373934318
15.0	356.5032151800506	355.87878181962327	75.27224564401361	2.3299196900414496	0.32185495242617584	0.1335829075352469	20.0	5.0	40.0	2.0	10.0	0.5	0.0005	0.2	0.21640425613334452	216.18785187721116	2.8853900817779268	0.34657359027997264	0.06931471805599453	6.931471805599453	29.97	0.03	0.8074886320416662	0.11154642641172956	0.04629630786452813	16.149772640833326	2.230928528234591	0.9259261572905626	24.710919846260754	24.66763742393798	5.217474484256365	1.248393863757807	0.030532919635528163	0.030537611354428895	1.0	356.5032151800506	355.87878181962327	75.27224564401361	2.3299196900414496	0.32185495242617584	0.1335829075352469
16.0	349.9391925431411	333.95696016313383	71.07856728856625	2.8663632448155143	0.25341497921262707	0.1203503142300465	20.0	5.0	40.0	2.0	10.0	0.5	0.0005	0.2	0.21640425613334452	216.18785187721116	2.8853900817779268	0.34657359027997264	0.06931471805599453	6.931471805599453	29.97	0.03	0.9934058008022649	0.0878269391764448	0.0417102404940301	19.8681160160453	1.756538783528896	0.834204809880602	24.255936467870207	23.148132536544615	4.926790851431004	1.6312070301520742	0.030584810683832547	0.03073879423418836	1.0	349.9391925431411	333.95696016313383	71.07856728856625	2.8663632448155143	0.25341497921262707	0.1203503142300465
